序号,题目ID,题目,答案,采集时间,来源
199,928993223,酶原之所以没有活性，是因为( )。,活性中心未形成或未折叠成正确构象,2026-09-18 22:30:41,错题采集
200,940937835,关于酶活性调节中通过共价修饰控制的方式，下列描述正确的是？,磷酸化是最常见的可逆共价修饰方式之一；共价修饰通常由特定酶催化；乙酰化可调节某些酶的活性,2026-09-18 22:30:41,错题采集
201,936305449,1. 酶原激活的生理意义是什么？,调节酶的活性,2026-09-18 22:30:41,错题采集
202,936305471,1. 下列哪些是酶活性可逆共价修饰的类型？,磷酸化；甲基化；乙酰化；糖基化；去磷酸化；去乙酰化,2026-09-18 22:30:41,错题采集
203,928993264,维生素C不是辅酶，但是它可以作为还原剂参与细胞代谢。,对,2026-09-18 22:31:29,错题采集
204,928993247,人体缺乏维生素D，可能出现下列哪种病症？( ),佝偻病,2026-09-18 22:36:31,错题采集
205,928993249,在人体内可由胆固醇转化来的维生素是( )。,V D,2026-09-18 22:36:31,错题采集
206,928993262,-胡萝卜素是维生素E的前体。( ),错,2026-09-18 22:36:31,错题采集
207,928993286,所有的碳水化合物都有一个共同的分子式(CH 2 O)n。( ),错,2026-09-18 22:38:50,错题采集
208,936303304,5. 单选题：以下哪种糖在人体内不能被直接吸收？,纤维素,2026-09-18 22:38:50,错题采集
209,936309265,3. 填空题：纤维素是一种多糖，主要存在于植物细胞壁中，虽然不能被人体消化吸收，但是它具有______的作用。,促进肠道蠕动,2026-09-18 22:38:50,错题采集
210,936309267,4. 填空题：______是人体肌肉和肝脏中多糖储存的主要形式。,糖原,2026-09-18 22:38:50,错题采集
211,936335959,糖类在生物体内起着重要的作用，包括（ ）。,结构成分；能源物质；细胞识别；信号分子,2026-09-18 22:38:50,错题采集
212,928993275,结缔组织具有弹性和抗压性是源于其糖胺聚糖( )。,含有大量的羧基和硫酸化的基团,2026-09-18 22:43:27,错题采集
213,936207999,5. 糖醇是一种低热量的甜味剂，可以替代糖使用。（ ）,对,2026-09-18 22:43:27,错题采集
214,936309299,1. 糖醇和糖酸在化学结构上的主要区别是什么？,糖醇含有多个羟基，糖酸含有一个或多个羧基,2026-09-18 22:43:27,错题采集
215,936309303,3. 以下哪个化合物属于糖醇？,甘露醇,2026-09-18 22:43:27,错题采集
216,936309306,5. 以下哪个化合物属于糖酸？,葡萄糖酸,2026-09-18 22:43:27,错题采集
217,936309395,1. 下列化合物中，哪一种是单糖衍生物-糖醇？,甘露醇,2026-09-18 22:43:27,错题采集
218,936309269,5. 填空题：蔗糖是一种二糖，由一分子葡萄糖和一分子______组成。,果糖,2026-09-18 22:48:18,错题采集
219,936309284,1. 以下哪些是常见的二糖？,蔗糖；麦芽糖；乳糖,2026-09-18 22:48:18,错题采集
220,936309287,乳糖是一种非还原性二糖。,错,2026-09-18 22:48:18,错题采集
221,936309289,"3. 填空题：麦芽糖是一种二糖，它是由两个______分子通过α-1,4-糖苷键连接而成的。",葡萄糖,2026-09-18 22:48:18,错题采集
222,936309375,2. 纤维二糖和蔗糖在水解后产生的单糖是什么？,纤维二糖水解后产生两个葡萄糖分子，蔗糖水解后产生一个葡萄糖分子和一个果糖分子。,2026-09-18 22:48:18,错题采集
223,928993263,人体缺乏生物素会导致恶性贫血的产生。,错,2026-09-18 22:56:57,错题采集
224,928993258,辅酶NADP + 分子中含有下列哪种维生素？,烟酰胺（尼克酰胺）,2026-09-18 22:56:57,错题采集
225,928993256,维生素B 1 在体内的活性形式是( )。,TPP,2026-09-18 22:56:57,错题采集
226,928993259,维生素B 2 在体内可转化为下列哪种物质？,FMN；FAD,2026-09-18 22:56:57,错题采集
227,928993251,18世纪早期，糙皮病最先发现在那些以种植和食用玉米为生的欧洲农民身上，这与下列哪种维生素的缺乏有关？( ),维生素PP,2026-09-18 22:56:57,错题采集
228,928993255,( )，也被称为维生素B 7 ，它可以转化为多种羧化酶的辅因子。,生物素,2026-09-18 22:56:57,错题采集
229,936309252,2. 填空题：葡萄糖是一种具有还原性的_______糖，是生物体进行能量代谢的重要物质。,单糖,2026-09-18 23:05:11,错题采集
230,936207757,4. 多糖的糖苷键类型有哪些？,所有以上选项,2026-09-18 23:07:31,错题采集
231,936207771,1. 下列哪些是常见的多糖？,淀粉；纤维素；糖原,2026-09-18 23:07:31,错题采集
232,928993277,"下列哪些物质是将葡萄糖通过 -1,4-糖苷键和 -1,6-糖苷键相连后形成的？( )",淀粉；糖原,2026-09-18 23:07:31,错题采集
233,936207735,2. 杂多糖只存在于植物中，动物体内没有杂多糖。,错,2026-09-18 23:07:31,错题采集
234,936207754,2. 下列哪种多糖不是由葡萄糖组成的？,透明质酸,2026-09-18 23:07:31,错题采集
235,936207783,3. 纤维素是一种多糖，它由什么单糖分子组成？,葡萄糖,2026-09-18 23:07:31,错题采集
236,928993271,下列哪些糖是异多糖？( ),透明质酸,2026-09-18 23:08:25,错题采集
237,928993284,水解后产生多于一种形式的单糖或单糖衍生物的多聚物被称为杂多糖，常见的有几丁质，半纤维素和果胶等。( ),错,2026-09-18 23:08:25,错题采集
238,936207767,5. 下列哪种多糖具有抗凝血作用？,肝素,2026-09-18 23:08:25,错题采集
239,936207996,3. 低聚糖和多糖都是由多个单糖分子组成的。（ ）,对,2026-09-18 23:08:25,错题采集
240,936313307,2. 判断题：肽聚糖由N-乙酰葡萄糖胺和N-乙酰胞嘧啶两种糖组成，并通过肽键连接形成网状结构。,错,2026-09-18 23:09:32,错题采集
241,928993285,糖脂是糖通过半缩醛羟基以糖苷键与脂质连接而成的复合物。,对,2026-09-18 23:10:08,错题采集
242,936313210,透明质酸在护肤品中的主要作用是什么？,保湿,2026-09-18 23:10:08,错题采集
243,928993280,下列是结合糖的物质有( )。,糖蛋白；糖脂；蛋白聚糖,2026-09-18 23:10:08,错题采集
244,936313290,4. 哪种抗生素主要通过抑制肽聚糖合成来发挥作用？,青霉素,2026-09-18 23:10:08,错题采集
245,936313204,透明质酸（HA）是一种高分子二糖聚合物， （ ）。,增强皮肤弹性,2026-09-18 23:10:08,错题采集
246,928993273,在糖蛋白中，碳水化合物总是通过( )与蛋白质相连。,Asn，Ser，Thr,2026-09-18 23:10:08,错题采集
247,928993287,戊糖糖环上的C1 和碱基的( )通过糖苷键缩合形成核苷。,嘧啶碱的N1或嘌呤碱的N9,2026-09-18 23:11:25,错题采集
248,928993307,组成核酸的结构单元通常是3´－单核苷酸。( ),错,2026-09-18 23:11:25,错题采集
249,936206896,4. 以下哪些是核苷酸的降解产物？,磷酸；碱基；脱氧核糖；核糖,2026-09-18 23:11:25,错题采集
250,936206898,5. 以下哪些是核苷酸在生物体内的功能？,作为DNA和RNA的组成单位；作为信号分子；作为酶的辅酶,2026-09-18 23:11:25,错题采集
251,936206902,5. 题目：RNA干扰（RNAi）是一种通过RNA分子降解目标mRNA，从而抑制基因表达的现象。,对,2026-09-18 23:11:25,错题采集
252,928993308,DNA是由4种核糖核苷酸通过3 ，5 -磷酸二酯键相连形成的多核苷酸链。( ),错,2026-09-18 23:12:31,错题采集
253,928993298,下列哪种DNA二级结构是右手螺旋？( ),A-DNA；B-DNA；C-DNA,2026-09-18 23:13:09,错题采集
254,928993299,下列关于螺线管（solenoid）的描述，哪些是正确的？( ),直径大约30nm；以loop缠绕在非组蛋白支架上；每圈含有6个核小体；又称为染色质纤丝,2026-09-18 23:13:09,错题采集
255,928993289,Watson-Crick双螺旋模型的螺距是( )。,3.4nm,2026-09-18 23:13:09,错题采集
256,928993291,核小体的5种组蛋白都富含( )。,赖氨酸和精氨酸,2026-09-18 23:13:09,错题采集
257,928993288,下列哪种二级结构更接近Watson-Crick双螺旋模型？( ),B-DNA,2026-09-18 23:13:09,错题采集
258,928993303,下面展示的是一些限制性内切酶及其识别位点，哪些切割双链DNA会产生粘性末端?( ),EcoRI ， G AATTC；XhoI ， C TCGAG；KpnI ， GGTAC C,2026-09-18 23:13:09,错题采集
259,936207391,1. 单选题：DNA和RNA的主要区别是什么？,以上都是,2026-09-18 23:14:26,错题采集
260,936207131,3. 题目：目前认为以下哪种RNA分子可能不参与蛋白质合成过程？,snRNA,2026-09-18 23:15:26,错题采集
261,936207138,1. RNA的二级结构主要包括哪些类型？,双链结构；螺旋结构；环状结构,2026-09-18 23:15:26,错题采集
262,928993301,原核生物有3类rRNA，其大小分别是( )。,23S；16S；5S,2026-09-18 23:15:26,错题采集
263,936207148,3. 在tRNA分子中，其3'端氨基酸接受臂具有______个碱基。,3；3个；CCA3个,2026-09-18 23:15:26,错题采集
264,928993300,RNA二级结构的结构原件，主要包括下列哪些？( ),单链；发卡结构；突起；内环,2026-09-18 23:15:26,错题采集
265,928993309,原核生物通常为单顺反子mRNA，真核生物为多顺反子mRNA。( ),错,2026-09-18 23:15:26,错题采集
266,928993294,原核生物中，具有核酶功能的rRNA是( )。,23S rRNA,2026-09-18 23:16:46,错题采集
267,928993302,影响DNA熔解温度的因素有哪些？,G+C的百分含量；A+T的百分含量；DNA均一性；介质的离子强度,2026-09-18 23:16:46,错题采集
268,928993311,DNA热变性是爆发式的。( ),对,2026-09-18 23:16:46,错题采集
269,928993312,碱性条件下，有利于DNA脱嘌呤反应。( ),错,2026-09-18 23:16:46,错题采集
270,936336171,相比较，DNA比RNA更耐碱一些。,对,2026-09-18 23:16:46,错题采集
271,936206829,1. 核酸的提取方法有哪些？,酚氯仿法；硅珠法；磁珠法；酶解法；化学裂解法,2026-09-18 23:18:42,错题采集
272,936206842,5. 在Sanger发明的 核酸序列测定技术中，研究人员不仅使用dNTP，而且还使用ddNTP 。,双脱氧法；双脱氧链终止法,2026-09-18 23:18:42,错题采集
273,936206816,1. 核酸的定量方法有哪些？,紫外分光光度法；荧光定量法；凝胶电泳法；实时定量PCR,2026-09-18 23:19:13,错题采集
274,936206813,1. 核酸分离纯化的方法有哪些？,离心；电泳；层析；沉淀；超滤,2026-09-18 23:19:42,错题采集
275,928993313,双脱氧末端终止法测定DNA序列时，dNTP的加入使得链延长终止。( ),错,2026-09-18 23:19:42,错题采集
276,936206834,1. 核酸的稳定性因素有哪些？,pH值；温度；离子强度；核酸酶；光照,2026-09-18 23:19:42,错题采集
277,936206841,4. 核酸的定量分析通常采用______法，该方法通过测定样品在260nm处的吸光度来估算核酸的含量。,紫外分光光度法,2026-09-18 23:19:42,错题采集
278,928993295,将变性RNA转移到滤膜上，利用分子杂交原理研究基因表达规律的技术称为( )。,Northern blotting,2026-09-18 23:19:42,错题采集
279,936206836,2. 判断题：核酸的分离可以通过离心的方法实现。,对,2026-09-18 23:19:42,错题采集
280,936309482,5. 判断题：性激素是一类由性腺分泌的类固醇激素，主要包括雌激素、孕激素和睾酮。,对,2026-09-18 23:21:11,错题采集
281,936309440,1. 多萜是一类具有什么特征的化合物？,含有多个异戊二烯单元,2026-09-18 23:21:51,错题采集
282,936309430,3. 萜类化合物的分类主要依据其碳骨架的组成，其中单萜类化合物含有______个碳原子。,10,2026-09-18 23:21:52,错题采集
283,928993339,β-胡萝卜素是一类三萜化合物，属于衍生脂。,错,2026-09-18 23:22:20,错题采集
284,928993321,胆固醇在动物细胞膜中可以发挥下列哪种作用？​__,使膜相变温度范围变宽，使膜的流动性保持在一定的范围,2026-09-18 23:22:20,错题采集
285,936309461,2. 以下哪些是固醇类化合物的主要生物功能？,作为细胞膜的组成部分；作为激素的前体；作为信号分子,2026-09-18 23:22:20,错题采集
286,936309468,1. 判断题：胆固醇是人体必需的固醇类物质，但摄入过多会导致心血管疾病。,对,2026-09-18 23:22:20,错题采集
287,936309435,1. 萜类化合物是一类由多个______个碳原子聚合形成的化合物。,5,2026-09-18 23:22:20,错题采集
288,936309448,1. 以下哪个化合物不属于类固醇？,糖原,2026-09-18 23:22:20,错题采集
289,936309497,2. 以下哪种脂肪酸属于必需脂肪酸？,亚油酸,2026-09-18 23:25:08,错题采集
290,936309501,3. 以下哪种脂肪酸的熔点最高？,硬脂酸,2026-09-18 23:25:08,错题采集
291,936309515,3. 人体必需脂肪酸主要包括两种，分别是亚油酸和α-______。,亚麻酸,2026-09-18 23:25:08,错题采集
292,936309516,5. 脂肪酸的熔点与其饱和度有关，通常饱和度越高，熔点越______。,高,2026-09-18 23:25:08,错题采集
293,936309521,1. 以下哪些是不饱和脂肪酸的特点？,含有一个或多个双键；可以降低胆固醇水平；通常存在于植物油中,2026-09-18 23:25:08,错题采集
294,936309524,5. 判断题：鱼类和坚果是ω-3不饱和脂肪酸的主要来源。,对,2026-09-18 23:25:08,错题采集
295,928993331,下列哪些因素将影响生物膜的流动性？( ),膜磷脂分子中的脂肪链长短；膜脂分子中脂肪链饱和度；胆固醇含量；温度,2026-09-18 23:26:43,错题采集
296,928993333,一个典型真核细胞的细胞膜，( )。,其寡糖链通常面向细胞外；其蛋白质可以在脂双层中移动；其脂分子能够在脂双层中移动；其某些膜脂分子还可以做翻转运动,2026-09-18 23:26:43,错题采集
297,928993340,生物膜上的次级主动运输是指两种小分子物质通过一个转运蛋白进行同向转运或反向转运的过程，也称共转运。( ),错,2026-09-18 23:26:43,错题采集
298,928993341,流动镶嵌模型认为生物膜是具有不同流动性的板块相间隔的动态结构。( ),错,2026-09-18 23:26:43,错题采集
299,928993342,细胞膜的外表面和内表面，蛋白质和脂质往往呈对称分布。( ),错,2026-09-18 23:26:43,错题采集
300,928993350,下列哪些物质可以自由通过真核细胞的线粒体内膜？,CO 2,2026-09-18 23:26:43,错题采集
301,928993322,"激素激活的膜上磷脂酶C（PLC）能够将PIP 2 （磷脂酰肌醇4,5-二磷酸）转化为( )。",二酰甘油 + 肌醇三磷酸,2026-09-18 23:28:10,错题采集
